case_id,weight,language,ident1,sc1,cp_intro1,s0a,int1,int3,q1a,q1b,q1c,q1d,q1e,q1f,q1g,halfsamp,q2a,q2b,q2c,q2d,q3a,q3b,q3c,q3d,q4,q5,q6a,q6b,q6c,q6d,q6e,q7a,q7b,q7c,q7d,q7e,q8a,q8b,q8c,q9,q10,q11a,q11b,q11c,q11d,q11e,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q22a,q23,q23a,q24,q24a,q25,q26a,q26b,q26c,q27,q28,q29,q30,q31,q32a,q32b,q32c,q33,q34a,q34b,d7,d7a,recage,recage2,state,region,coverage,agecov,covtype,covtypeot,agecovtype,covselfother,covself,covselfot,covmkt,health,rechealth,rechealth2,care,prexa,everppfa,preg1,abort1,abort2,sti1,sti2,party,partyot,partylean,party3,party5,ideology,rvote,trumpapprove,trumpapprove2,religion,religionot,christian,bornagain,religrecode,racerelig,q35,q36,marital,d2,d3,employ,recemploy,d4,d8,receduc,receduc2,receduc3,d9,income,recincome,d10,d11,d11ot,racethn,nativity,racethn2,d16,gendervar,l1,c1,intv_start_date,intv_end_date
00001542,.3193,English,Web, , , , , ,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,A,Not applicable (Vol. for phone),Not very comfortable,Somewhat comfortable,Very comfortable, , , , ,Don't know enough to say,Over half*,"No, not curable","No, not curable","No, not curable","No, not curable","No, not curable",True,True,False,True,True,About right,Too difficult,About right,Harder,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"No, do not overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Don't know,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Make it more difficult for women to access abortion,Support,Support,Support,Support,Support,Still support,Oppose, ,Support,Oppose,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,22,30,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,I would not help them (Vol. for phone),False,True,71, ,65+,65+,TEXAS,South,Covered by health insurance, ,Medicare, , , , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",No,No,Pro-life,No,No,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Somewhat conservative,Yes,Somewhat disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,White Evangelical Protestant,"Basically, every day",No,Divorced,Part-time, ,Employed part-time,Employed,1,"Some postgraduate or professional schooling, no postgraduate degree",College+,College+,College+,"$30,000 to under $40,000","$30,000 to less than $40,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191226,20191226
00001543,.3363,English,Web, , , , , ,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,Stayed about the same,About 1 out of every 10,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,False,True,True,About right,About right,About right,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Oppose,Oppose,Oppose,Support,Support,Still support,Support,Still support,Oppose, ,"Yes, have heard of it",True,True,True,Between 8 and 13 weeks,3,12,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Not at all confident,False,False,53, ,18-64,50-64,PENNSYLVANIA,North East,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,Yes,Pro-choice,No,Yes,Not at all worried,An independent, ,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,No,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,Not at all,No,Divorced,Full-time, ,Employed full-time,Employed,1,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$60,000 to under $70,000","$50,000 to less than $70,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00001544,1.2803,English,Web, , , , , ,Very important,Very important,The most important issue,Not important,Not important,Somewhat important,Not important,B, , , , ,Very comfortable,Not very comfortable,Somewhat comfortable,Very comfortable,More common,About 1 out of every 10,"No, not curable","No, not curable","No, not curable","No, not curable","No, not curable",True,True,True,True,True,About right,Too easy,About right,Stayed about the same,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Support,Oppose,Support,Support,Still support,Oppose, ,Support,Support,"Yes, have heard of it",True,False,True,Between 14 and 20 weeks,10,60,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is about as safe,Abortion is about as safe,Not at all confident,False,False,56, ,18-64,50-64,OKLAHOMA,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A neighborhood clinic or health center,"No, no one in household has pre-existing condition",No,No,Pro-life,No,No,Not at all worried,An independent, ,Republican party,Republican/Independent lean Republican,Independent lean Republican,Very conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,A few times a month,No,Married,Full-time, ,Employed full-time,Employed,2,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"$150,000 or more","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191224,20191224
00001545,1.3011,English,Web, , , , , ,Very important,The most important issue,Very important,The most important issue,Somewhat important,Very important,Somewhat important,A,Very comfortable,Not very comfortable,Somewhat comfortable,Very comfortable, , , , ,Don't know enough to say,About 1 out of every 4,Not sure,"No, not curable",Not sure,"Yes, curable",Not sure,True,False,False,True,True,About right,About right,About right,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Refused/Web blank,Support,Now oppose,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,20,30,"No, have not heard of it",Very safe,Abortion is less safe,Abortion is about as safe,Abortion is about as safe,Very confident,False,False,75, ,65+,65+,TENNESSEE,South,Covered by health insurance, ,Medicare, , , , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",No,Yes,Pro-choice,Yes,No,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Somewhat conservative,No,Somewhat approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,Once a month,No,"Single, living with a partner",Not employed,Retired,Retired,Retired,2,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191226,20191226
00001546,.5643,English,Web, , , , , ,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,B, , , , ,Very comfortable,Somewhat comfortable,Not very comfortable,Somewhat comfortable,Stayed about the same,About 1 out of every 4,"No, not curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,False,True,False,Too difficult,Too difficult,Too difficult,Harder,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,5,30,"No, have not heard of it",Very safe,Abortion is safer,Abortion is about as safe,Abortion is about as safe,Not very confident,False,False,62, ,18-64,50-64,FLORIDA,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,No,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,A few times a week,Yes,Married,Not employed,Retired,Retired,Retired,3,Two year associate degree from a college or university,Some college,Some college,Less than college,"$70,000 to under $100,000","$70,000 to less than $100,000",$30K to $99.9K,Yes,White, ,Hispanic,Another country,"Hispanic, born outside of US",Male,Male,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191223,20191223
00001547,.4428,English,Web, , , , , ,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,B, , , , ,Somewhat comfortable,Not very comfortable,Not very comfortable,Somewhat comfortable,Don't know enough to say,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","Yes, curable","Yes, curable",True,True,False,True,True,About right,About right,About right,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Oppose,Oppose,Oppose,Oppose,Support,Now oppose,Support,Still support,Oppose, ,"Yes, have heard of it",True,True,True,Between 8 and 13 weeks,Refused/Web Blank,20,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Very confident,False,False,57, ,18-64,50-64,CALIFORNIA,West,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,No,Somewhat approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,A few times a week,Yes,Married,Not employed,A homemaker,A homemaker or stay at home parent,a homemaker or stay at home parent,2,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$100,000 to under $150,000","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00001548,.554,English,Web, , , , , ,Very important,Very important,Very important,The most important issue,Very important,Somewhat important,Very important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,Don't know enough to say,Over half*,"Yes, curable","No, not curable","Yes, curable",Not sure,"Yes, curable",True,True,True,True,True,About right,Too difficult,Too difficult,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,True,True,Between 8 and 13 weeks,5,30,"No, have not heard of it",Very safe,Abortion is safer,Abortion is safer,Abortion is safer,Very confident,False,False,Don't know,65+,65+,65+,OREGON,West,Covered by health insurance, ,Medicare, , , , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,A few times a week,Yes,Married,Not employed,Retired,Retired,Retired,2,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$70,000 to under $100,000","$70,000 to less than $100,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191226,20191226
00001549,.7214,English,Web, , , , , ,Very important,Very important,The most important issue,Somewhat important,Somewhat important,Very important,Very important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,Don't know enough to say,Over half*,Not sure,Not sure,Not sure,Not sure,Not sure,True,True,True,True,False,About right,About right,Too difficult,Harder,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"Yes, overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Refused/Web blank,Support,Oppose,Oppose, ,Oppose, ,Support,Support,"No, have not heard of it", , , ,Less than 8 weeks,45,30,"No, have not heard of it",Very unsafe,Abortion is less safe,Abortion is less safe,Abortion is less safe,Not at all confident,False,True,Don't know,50-64,18-64,50-64,MARYLAND,South,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,No,No,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Somewhat conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,White Evangelical Protestant,Not at all,No,Widowed,Not employed,Disabled/handicapped (Vol. for phone),On disability and can't work,On disability and can't work,1,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,No,"No, no home telephone",20191223,20191223
00001550,.4854,English,Web, , , , , ,Very important,Very important,Very important,Very important,Very important,Very important,Not important,A,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable, , , , ,Don't know enough to say,About 1 out of every 4,Not sure,"No, not curable",Not sure,"No, not curable","No, not curable",True,True,True,True,True,About right,Too easy,Too easy,Stayed about the same,Illegal in most cases,Illegal,Legal,Illegal,Illegal,Illegal,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Don't know,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Make it more difficult for women to access abortion,Support,Support,Support,Support,Oppose, ,Oppose, ,Support,Support,"Yes, have heard of it",True,True,True,Between 8 and 13 weeks,10,10,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is about as safe,Abortion is less safe,Not at all confident,False,True,84, ,65+,65+,PENNSYLVANIA,North East,Covered by health insurance, ,Plan through your employer, , , , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-life,Yes,No,Not at all worried,An independent, ,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,"Basically, every day",Yes,Married,Not employed,Retired,Retired,Retired,2,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"$30,000 to under $40,000","$30,000 to less than $40,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191223,20191223
00001551,1.0678,English,Web, , , , , ,Very important,The most important issue,Very important,Somewhat important,Somewhat important,Very important,Not important,A,Somewhat comfortable,Not very comfortable,Somewhat comfortable,Very comfortable, , , , ,Less common,About 1 out of every 10,Not sure,"No, not curable",Not sure,"No, not curable",Not sure,True,True,True,True,True,About right,Too easy,About right,Easier,Illegal in most cases,Legal,Legal,Illegal,Legal,Illegal,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Make it more difficult for women to access abortion,Support,Support,Support,Support,Support,Still support,Oppose, ,Support,Support,"Yes, have heard of it",True,True,True,Between 14 and 20 weeks,45,20,"No, have not heard of it",Very unsafe,Abortion is less safe,Abortion is less safe,Abortion is less safe,Very confident,False,True,25, ,18-64,18-29,RHODE ISLAND,North East,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",No,No,Pro-life,No,No,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Very conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,Roman Catholic/Catholic, , , ,Catholic,Catholic,Less than once a month,No,Single that is never married,Full-time, ,Employed full-time,Employed,3,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$150,000 or more","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191223,20191223
00001552,.4717,English,Web, , , , , ,Somewhat important,Very important,The most important issue,Not important,Somewhat important,Not important,Not important,B, , , , ,Somewhat comfortable,Not very comfortable,Not very comfortable,Somewhat comfortable,More common,About 1 out of every 10,"No, not curable","No, not curable",Not sure,"No, not curable",Not sure,True,True,False,True,True,Too easy,Too easy,About right,Stayed about the same,Illegal in most cases,Legal,Legal,Illegal,Illegal,Illegal,"Yes, overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Protect the health and safety of women,Support,Support,Oppose,Support,Support,Still support,Oppose, ,Support,Support,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,Refused/Web Blank,Refused/Web Blank,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is less safe,Abortion is less safe,Not very confident,True,False,55, ,18-64,50-64,ILLINOIS,North Central,Covered by health insurance,Insured Less than 65,Medicare, ,Medicare, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,Or do you have no usual source of care,"Yes, someone in household has pre-existing condition",No,No,Pro-life,No,No,Not at all worried,Something Else,Libertarian,Republican party,Republican/Independent lean Republican,Independent lean Republican,Somewhat conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,White Evangelical Protestant,A few times a month,No,Married,Not employed,Disabled/handicapped (Vol. for phone),On disability and can't work,On disability and can't work,2,Two year associate degree from a college or university,Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191225,20191225
00001553,.3325,English,Web, , , , , ,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,B, , , , ,Somewhat comfortable,Not at all comfortable,Not at all comfortable,Not very comfortable,Less common,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","No, not curable","No, not curable",True,True,True,True,True,About right,Too difficult,About right,Harder,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,5,25,"Yes, have heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,58, ,18-64,50-64,COLORADO,West,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,A few times a month,Yes,Married,Part-time, ,Employed part-time,Employed,2,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$150,000 or more","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191224,20191224
00001554,.4497,English,Web, , , , , ,Very important,Very important,The most important issue,Very important,Very important,Somewhat important,Very important,B, , , , ,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable,Don't know enough to say,About 1 out of every 100 people,"Yes, curable","No, not curable",Not sure,Not sure,Not sure,True,True,True,True,True,Too difficult,Too easy,Too difficult,Stayed about the same,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Support,Support,Still support,Support,Now oppose,Support,Support,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,20,5,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,I would not help them (Vol. for phone),False,False,74, ,65+,65+,PENNSYLVANIA,North East,Covered by health insurance, ,Medicare, , , , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,Yes,Pro-life,No,Yes,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Somewhat conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,Roman Catholic/Catholic, , , ,Catholic,Catholic,A few times a month,No,"Single, living with a partner",Not employed,Retired,Retired,Retired,2,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191223,20191223
00001555,.4038,English,Web, , , , , ,The most important issue,The most important issue,The most important issue,Somewhat important,The most important issue,Not important,Not important,B, , , , ,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Stayed about the same,About 1 out of every 10,Not sure,"Yes, curable","Yes, curable",Not sure,"Yes, curable",True,True,False,True,True,Too difficult,About right,About right,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Support,Support,Still support,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,50,5,"No, have not heard of it",Very safe,Abortion is safer,Abortion is about as safe,Abortion is about as safe,Very confident,False,False,73, ,65+,65+,ALABAMA,South,Covered by health insurance, ,Medicaid/STATE-SPECIFIC MEDICAID NAME, , , , , , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,Yes,Pro-choice,Yes,No,Not at all worried,An independent, ,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,Yes,Somewhat disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,White Evangelical Protestant,A few times a month,Yes,Married,Not employed,Retired,Retired,Retired,2,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$70,000 to under $100,000","$70,000 to less than $100,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191224,20191224
00001556,.483,English,Web, , , , , ,Very important,Very important,Very important,Very important,Very important,Not important,Very important,A,Not applicable (Vol. for phone),Not very comfortable,Not very comfortable,Somewhat comfortable, , , , ,Less common,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","Yes, curable","Yes, curable",True,True,True,True,True,About right,About right,About right,Harder,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Refused/Web blank, ,Support,Support,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,5,15,"No, have not heard of it",Very safe,Abortion is safer,Abortion is safer,Abortion is safer,Very confident,False,False,67, ,65+,65+,CALIFORNIA,West,Covered by health insurance, ,Medicare, , , , , , ,Good,Good,Excellent/Very good/Good,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,No,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,A few times a week,Yes,Widowed,Not employed,Retired,Retired,Retired,1,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$100,000 to under $150,000","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191223,20191223
